"ITS2.type.profile","X","Mass.Spec.File","Genus","Species","UniqueID","Phenotype","Tag","Location","ITS2Type","ITS2Type1","ITS2Type2","ITS2Type3","ITS2.Letter","ITS2Genus","Sequences","C3a.C3acd.C3","D1.D4.D4c.D2.D1c.D1h","B1.B1x.B1t.B14c.B14d.B1v","C3.C3u.C115.C21ab.C3ge","C11.C3ace.C3.C3acf","C3.C3de.C3bb.C21ae.C3s.C3an.C21.C3dk.C3ji","B13.B13a.B13b.B7","B1.B1v.B1x.B1t.B1aq.B1az","B1.B1as.B1cg.B1e","B7.B7d.B7h","C94.C3.C94a","C3.C3lp","A3.A3bi.A3at.A3eu","C40.C3.C115.C40h.C40e","C21.C3.C3an.C3bb.C3ack.C21bz.C3acl","C3.C94.C94a.C3a","A13.A1qa","B1.B1hn.B5dy.B5ee.B1ho","A4.A4a.A4el","A3.A3ac.A3cj.A3ae.A3er","C15.C89i.C15ec","C15.C15zw.C15he.C15ed.C15bp.C15ry","C1.C1c.C1b.C42.2.C1bh.C1br.C72k.C1cb","D1.D4.D2.D4c.D1c","A3.A3ac","C3u.C3a.C115.C3","C21.C3.C21d.C21e.C3at.C3db","A4.A4a.A4av.A4au.A1pz","B1.B1do.B1bh.B1hp.B1cg.B19bm.B1hq.B5ef","D1ql.D1.D4.D2at.D1qm.D1qn.D2d.D1qo","C21.C3bb.C3an.C3.C3ack.C3rc","A3et.A3.A3es","C3u.C3.C115.C21ab","C3u.C3.C115.C3wm","D1.D4.D2.D4c.D1as","C3.C3fc.C21.C3an.C3b.C3fd.C3s.C3bb","D1.D4.D4c.D17d.D1c.D1r.D17c.D17e.D17j","C57a.C57d.C57g","C21.C3.C3an.C3bb.C21ah.C3acm","C41.C1.C1b.C39.C1w","D1.D4.D4c.D1c.D1k.D2","B1.B1x.B14d.B1t.B1aq.B1v","D1.D4.D4c.D6.D1c","A4.A4a.A4h.A4ek","A4.A4a.A4au","D1.D6.D4.D2.2.D1gy","D1.D2.D4","C3u.C3.C115","C15.C116aa","C3.C3lp.C3cl","B1.B5cd.B1co.B1de","D1.D4.D4c.D2.D1k.D1h","C57d.C57a","D1.D4.D1hg.D4c.D1c.D5ad.D1ju","D1.D4.D4c.D1c.D1h","C3.C3cl.C3xx.C3xw.C3de","A13.A13o","C110","D1.D4.D4c.D17d.D1r.D17e.D17c.D17j","C47a.C44.C42.2.C47","D1.D4.D1ab.D6.D1qk","A4.A4a.A4o.A4.3.A4bg","D5.D7.D5ag","C3.C1bp.C3xz","B7.B7d","C3z.C3.C3.10.C3an.C115","A3.A3ac.A3er.A4.A3ae","D1.D4.D1c.D17d.D1r.D17c.D17j.D17e","B1","C15.C15bn.C15by","C42a.C1.C42.2.C3.C1b","B19.B19ai.B19x.B19bl","D1.D2.D4.D4c.D17d.D17c.D1r.D17e","C3a.C15.C3an.C3","B1.B1bt.B31c.B1h.B1z","C3.C7","D1.D4.D4c.D1c","C15.C15bn","C3.C3a","A3.A4.A3ac.A3cj.A3er.A4a.A3ae","C21.C3a","A13.A1pw.A13n","A13.A1pt","C3.C21.C3acm.C3an.C3a","B1.B13.B14d.B13b.B13a","B1.B1g.B1s.B1bz.B1hn.B5ee","B1.B1g.B1s.B1bz","C1.C1c.C3.C1al.C1am.C1ao","D1.D4.D4c.D1c.D2.D1hg","A3.A3er.A3ac","B1.B13.B1v.B13a.B13b","B1.B13.B1x.B13b.B1t.B1v","B1.B13.B1aq","B1.B13.B13b.B5ed","A3.A3ac.A3ae","C11.C3ace.C11c.C3aci.C3ach.C3acj.C3acg","C1.C21.C3.C1c.C1b","C15.C15he.C15ed.C15qy","B1.B13.B14d.B1x.B1t.B13b","A13.A3","C3.C21.C3an.C3b.C3bb","C21.C3.C3an.C15.C3bb","B1.B1ed","B7","B13.B1.B13b","A3.A3ac.A3ae.A3cj","B1.B13","C1.C7","C15.C3","D1.D4.D2.D4c.D1h","A3.A13.A3ac","B1.B1br.B1dr.B5eg","B1.B5","D5.D7.D5ag.D5at","B13.B1.B14d.B13a","A3.A3s.A3q.A3r","A3.A3cj.A3er.A3ae.A3ac.A4","D1.D4","C3a.5285594_C","D1.D4.D4c.D2.D1c.D1ip","A3.A3ac.A3er.A3cj","C3acd","C3a","B1.B13.B1hm","B1.B14d.B1az.B1x.B1t","B1.B13.B13b.B1bh","D1.D4.D1ab.D6.D17d.D17j","C3.C21.C3xx.C3cl.C3de.C3xw","C21.C3an","D1.D1ab","D1.D4.D4c.D1h","D1.D4.D1n.D4c","B13","D1.D4.D4c.D17d","C3.C3a.C3an","C7.C12c.C7d.C12b","D5.D5at","B1.B13.B1hr.B1v.B13b.B14d","A3","A3.A3ac.A4","D1.D4.D1gr","C3.C3an.C21","C3.C21","C3.C3an","C3u","A3.A3at.A3bi","C3.C3ace.C11","B19.B1.B19ak","C21","D1.D4.D1c.D1k","D1.D4.D4c.D1c.D1r.D17d","B14c","C3.C21.C3an.C3bb.C3ack","B1.B14d","B1.B1t.B1v.B1x.B14c","C15.C21","D1.D1h","D1.D4c","C3.C3de.C3an.C3bb.C21.C21ae","D1.D4.D1hg.D5ad.D1c","A3.A3an.A3ab.A3bo.A3am","C115","D1.D4.D4c.D1c.D4bc","D1.D1k","D1.D4.D17e.D17d.D1r.D17c.D17j.D17l.D17k","B14d","D1","C3an.C3bb.C3","C3.C1.C3u","D1.D4.D1r.D17d.D17c.D17e","D1.D4.D4c.D1r.D17p.D17o","A3.A3ae","B19","B18t","D1.D4.D17d.D17e.D1r.D17j","C16.C3","A3.A3cj","C41aq","D1c","C15ed.238047_C","B1.B1aq.B14d.B1x","A3bb.A3bt","B1.B1g.B1h.B1i.B1gq","D6","C15.C3.C15ma.C116ai.C116aj","C15","C3.C3bb","B19.B19al.B19ak","B1x.B1","C3ack","A4","C42a.C1","C7","D1.D4.D6.D17d","C15ed","C3an","C3","A3d","A3bt","C1d.C42.2","B1g","(Location = as.character(Location))"
223748,"P4","QE_0824_Lipid_plate6_CUR_P4","Orbicella","faveolata","CUR41","NB","P4","Curaçao","D1/D4-D4c-D2-D1c-D1h","D1/D4-D4c-D2-D1c-D1h","","","D","Durusdinium",21153,0,21153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUR"
223771,"P53","QE_0824_Lipid_plate2_CUR_P53","Siderastrea","siderea","CUR152","NB","P53","Curaçao","D1-D4-D4c-D17d-D1c-D1r-D17c-D17e-D17j : C3-C3lp-C3cl","D1-D4-D4c-D17d-D1c-D1r-D17c-D17e-D17j "," C3-C3lp-C3cl","","D:C","Mix",18464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10020,0,0,0,0,0,0,0,0,0,0,0,0,8444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUR"
223772,"P55","QE_0824_Lipid_plate2_CUR_P55","Meandrina","meandrites","CUR102","NB","P55","Curaçao","No Seq","No Seq","","","No Seq","No Seq",378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUR"
223749,"P6","QE_0824_Lipid_plate6_CUR_P6","Orbicella","faveolata","CUR43","NB","P6","Curaçao","D1/D4-D4c-D2-D1c-D1h","D1/D4-D4c-D2-D1c-D1h","","","D","Durusdinium",15033,0,15033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUR"
223764,"P7","QE_0824_Lipid_plate1b_CUR_P7","Siderastrea","siderea","CUR44","NB","P7","Curaçao","D1-D4-D4c-D1c-D1k-D2","D1-D4-D4c-D1c-D1k-D2","","","D","Durusdinium",17623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUR"
223773,"POR1","QE_0824_Lipid_plate2_CUR_POR1","Favia","fragum","CUR127","NB","POR1","Curaçao","A4-A4a-A4el","A4-A4a-A4el","","","A","Symbiodinium",13497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUR"
223774,"POR2","QE_0824_Lipid_plate6_CUR_POR2","Favia","fragum","CUR128","NB","POR2","Curaçao","A4-A4a-A4h-A4ek","A4-A4a-A4h-A4ek","","","A","Symbiodinium",7596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUR"
223775,"POR3","QE_0824_Lipid_plate6_CUR_POR3","Favia","fragum","CUR129","NB","POR3","Curaçao","A4-A4a-A4el","A4-A4a-A4el","","","A","Symbiodinium",12520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUR"
223776,"POR4","QE_0824_Lipid_plate6_CUR_POR4","Favia","fragum","CUR130","NB","POR4","Curaçao","A4-A4a-A4h-A4ek","A4-A4a-A4h-A4ek","","","A","Symbiodinium",9902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUR"
223777,"POR5","QE_0824_Lipid_plate2_CUR_POR5","Favia","fragum","CUR139","NB","POR5","Curaçao","A4-A4a-A4o-A4.3-A4bg","A4-A4a-A4o-A4.3-A4bg","","","A","Symbiodinium",9705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUR"
223778,"PP1","QE_0824_Lipid_plate2_CUR_PP1","Porites","porites","CUR202","NB","PP1","Curaçao","B7-B7d-B7h","B7-B7d-B7h","","","B","Breviolum",18769,0,0,0,0,0,0,0,0,0,18769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUR"
223779,"PP2","QE_0824_Lipid_plate2_CUR_PP2","Porites","porites","CUR220","NB","PP2","Curaçao","B7-B7d-B7h","B7-B7d-B7h","","","B","Breviolum",17642,0,0,0,0,0,0,0,0,0,17642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUR"
223780,"PP3","QE_0824_Lipid_plate6_CUR_PP3","Porites","porites","CUR217","NB","PP3","Curaçao","A4/A4a-A4au : B7-B7d-B7h","A4/A4a-A4au "," B7-B7d-B7h","","A:B","Mix",5472,0,0,0,0,0,0,0,0,0,1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUR"
223781,"PP4","QE_0824_Lipid_plate6_CUR_PP4","Porites","porites","CUR215","NB","PP4","Curaçao","B7-B7d-B7h","B7-B7d-B7h","","","B","Breviolum",17272,0,0,0,0,0,0,0,0,0,17272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUR"
223782,"PP5","QE_0824_Lipid_plate2_CUR_PP5","Porites","porites","CUR216","NB","PP5","Curaçao","B7-B7d-B7h","B7-B7d-B7h","","","B","Breviolum",25808,0,0,0,0,0,0,0,0,0,25808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUR"
223783,"PSD1","QE_0824_Lipid_plate1b_CUR_PSD1","Pseudodiploria","strigosa","CUR103","NB","PSD1","Curaçao","B1-B1x-B1t-B14c-B14d-B1v","B1-B1x-B1t-B14c-B14d-B1v","","","B","Breviolum",15980,0,0,15980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUR"
223785,"PSD2B","QE_0824_Lipid_plate1b_CUR_PSD2","Pseudodiploria","strigosa","CUR108","NB","PSD2B","Curaçao","B1-B1x-B1t-B14c-B14d-B1v","B1-B1x-B1t-B14c-B14d-B1v","","","B","Breviolum",14810,0,0,14810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUR"
223786,"PSD3","QE_0824_Lipid_plate6_CUR_PSD3","Pseudodiploria","strigosa","CUR1122","NB","PSD3","Curaçao","B1-B1x-B1t-B14c-B14d-B1v","B1-B1x-B1t-B14c-B14d-B1v","","","B","Breviolum",16719,0,0,16719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUR"
223788,"PSD4","QE_0824_Lipid_plate1b_CUR_PSD4","Pseudodiploria","strigosa","CUR117","NB","PSD4","Curaçao","B1-B1v-B1x-B1t-B1aq-B1az","B1-B1v-B1x-B1t-B1aq-B1az","","","B","Breviolum",10258,0,0,0,0,0,0,0,10258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUR"
223789,"PSD5","QE_0824_Lipid_plate1b_CUR_PSD5","Pseudodiploria","strigosa","CUR121","NB","PSD5","Curaçao","B1-B1x-B14d-B1t-B1aq-B1v","B1-B1x-B14d-B1t-B1aq-B1v","","","B","Breviolum",21796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUR"
223790,"PSDC1","QE_0824_Lipid_plate1b_CUR_PSDC1","Pseudodiploria","strigosa","CUR105","NB","PSDC1","Curaçao","No Seq","No Seq","","","No Seq","No Seq",505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUR"
